bioproject_accession	biosample_accession	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4
PRJNA345492	SAMN05867980	Pserratus_BDT180	UCE target enrichment of Pserratus_BDT180: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_68_SL107520.fastq	C6RLYANXX_s6_2_RapidGenomics_68_SL107520.fastq		
PRJNA345492	SAMN05867981	Pserratus_BDT181	UCE target enrichment of Pserratus_BDT181: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_41_SL107493.fastq	C6RLYANXX_s6_2_RapidGenomics_41_SL107493.fastq		
PRJNA345492	SAMN05867982	Pserratus_CEN131	UCE target enrichment of Pserratus_CEN131: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_79_SL107531.fastq	C6RLYANXX_s6_2_RapidGenomics_79_SL107531.fastq		
PRJNA345492	SAMN05867983	Pserratus_CEN1312	UCE target enrichment of Pserratus_CEN1312: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_80_SL107532.fastq	C6RLYANXX_s6_2_RapidGenomics_80_SL107532.fastq		
PRJNA345492	SAMN05867984	Pserratus_CEN132	UCE target enrichment of Pserratus_CEN132: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_45_SL107497.fastq	C6RLYANXX_s6_2_RapidGenomics_45_SL107497.fastq		
PRJNA345492	SAMN05867985	Pserratus_CEN134	UCE target enrichment of Pserratus_CEN134: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_92_SL107544.fastq	C6RLYANXX_s6_2_RapidGenomics_92_SL107544.fastq		
PRJNA345492	SAMN05867986	Pserratus_CEN136	UCE target enrichment of Pserratus_CEN136: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_86_SL107538.fastq	C6RLYANXX_s6_2_RapidGenomics_86_SL107538.fastq		
PRJNA345492	SAMN05867987	Pserratus_CEN139	UCE target enrichment of Pserratus_CEN139: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_60_SL107512.fastq	C6RLYANXX_s6_2_RapidGenomics_60_SL107512.fastq		
PRJNA345492	SAMN05867988	Pserratus_CEN142	UCE target enrichment of Pserratus_CEN142: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_20_SL107472.fastq	C6RLYANXX_s6_2_RapidGenomics_20_SL107472.fastq		
PRJNA345492	SAMN05867989	Pserratus_ENR0165	UCE target enrichment of Pserratus_ENR0165: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_64_SL107516.fastq	C6RLYANXX_s6_2_RapidGenomics_64_SL107516.fastq		
PRJNA345492	SAMN05867990	Pserratus_FHSM15253	UCE target enrichment of Pserratus_FHSM15253: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_8_SL107460.fastq	C6RLYANXX_s6_2_RapidGenomics_8_SL107460.fastq		
PRJNA345492	SAMN05867991	Pserratus_FHSM15535	UCE target enrichment of Pserratus_FHSM15535: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_58_SL107510.fastq	C6RLYANXX_s6_2_RapidGenomics_58_SL107510.fastq		
PRJNA345492	SAMN05867992	Pserratus_FHSM15547	UCE target enrichment of Pserratus_FHSM15547: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_33_SL107485.fastq	C6RLYANXX_s6_2_RapidGenomics_33_SL107485.fastq		
PRJNA345492	SAMN05867993	Pserratus_FHSM15548	UCE target enrichment of Pserratus_FHSM15548: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_53_SL107505.fastq	C6RLYANXX_s6_2_RapidGenomics_53_SL107505.fastq		
PRJNA345492	SAMN05867994	Pserratus_FHSM15549	UCE target enrichment of Pserratus_FHSM15549: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_46_SL107498.fastq	C6RLYANXX_s6_2_RapidGenomics_46_SL107498.fastq		
PRJNA345492	SAMN05867995	Pserratus_LSUMZ18827	UCE target enrichment of Pserratus_LSUMZ18827: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_85_SL107537.fastq	C6RLYANXX_s6_2_RapidGenomics_85_SL107537.fastq		
PRJNA345492	SAMN05867996	Pserratus_LSUMZ18828	UCE target enrichment of Pserratus_LSUMZ18828: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_83_SL107535.fastq	C6RLYANXX_s6_2_RapidGenomics_83_SL107535.fastq		
PRJNA345492	SAMN05867997	Pserratus_LSUMZ21037	UCE target enrichment of Pserratus_LSUMZ21037: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_9_SL107461.fastq	C6RLYANXX_s6_2_RapidGenomics_9_SL107461.fastq		
PRJNA345492	SAMN05867998	Pserratus_LSUMZ21256	UCE target enrichment of Pserratus_LSUMZ21256: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_75_SL107527.fastq	C6RLYANXX_s6_2_RapidGenomics_75_SL107527.fastq		
PRJNA345492	SAMN05867999	Pserratus_LSUMZ2558	UCE target enrichment of Pserratus_LSUMZ2558: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_6_SL107458.fastq	C6RLYANXX_s6_2_RapidGenomics_6_SL107458.fastq		
PRJNA345492	SAMN05868000	Pserratus_LSUMZ2568	UCE target enrichment of Pserratus_LSUMZ2568: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_29_SL107481.fastq	C6RLYANXX_s6_2_RapidGenomics_29_SL107481.fastq		
PRJNA345492	SAMN05868001	Pserratus_LSUMZ2569	UCE target enrichment of Pserratus_LSUMZ2569: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_57_SL107509.fastq	C6RLYANXX_s6_2_RapidGenomics_57_SL107509.fastq		
PRJNA345492	SAMN05868002	Pserratus_MVZ145052	UCE target enrichment of Pserratus_MVZ145052: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_34_SL107486.fastq	C6RLYANXX_s6_2_RapidGenomics_34_SL107486.fastq		
PRJNA345492	SAMN05868003	Pserratus_MVZ145058	UCE target enrichment of Pserratus_MVZ145058: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_95_SL107547.fastq	C6RLYANXX_s6_2_RapidGenomics_95_SL107547.fastq		
PRJNA345492	SAMN05868004	Pserratus_MVZ145059	UCE target enrichment of Pserratus_MVZ145059: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_56_SL107508.fastq	C6RLYANXX_s6_2_RapidGenomics_56_SL107508.fastq		
PRJNA345492	SAMN05868005	Pserratus_OMNH40315	UCE target enrichment of Pserratus_OMNH40315: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_63_SL107515.fastq	C6RLYANXX_s6_2_RapidGenomics_63_SL107515.fastq		
PRJNA345492	SAMN05868006	Pserratus_OMNH41642	UCE target enrichment of Pserratus_OMNH41642: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_55_SL107507.fastq	C6RLYANXX_s6_2_RapidGenomics_55_SL107507.fastq		
PRJNA345492	SAMN05868007	Pserratus_UAHC14920	UCE target enrichment of Pserratus_UAHC14920: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_5_SL107457.fastq	C6RLYANXX_s6_2_RapidGenomics_5_SL107457.fastq		
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
